Name,RealEstate,Bonds,Stocks,Trades
6/1/00,0.140,0.468359992,1.987884341,0
6/2/00,0.949,0.275542012,1.963612768,0
6/5/00,-0.356,0.208514812,-0.650580823,0
6/6/00,0.188,-0.045875807,-0.666173934,0
6/7/00,0.824,0.123253729,0.938997411,0
6/8/00,0.099,0.067777425,-0.65604867,0
6/9/00,0.222,-0.001425521,-0.323017867,0
6/12/00,0.280,0.158235103,-0.749864766,0
6/13/00,0.665,-0.231957692,1.633065323,0
6/14/00,1.372,0.316627737,0.079209674,0
6/15/00,-0.354,-0.052425365,0.556978453,0
6/16/00,-0.506,0.408778548,-0.954280574,0
6/19/00,0.266,-0.113325623,1.472359329,0
6/20/00,0.684,-0.095701815,-0.675639523,0
6/21/00,-0.027,-0.382176116,0.215971086,0
6/22/00,-0.376,-0.045422201,-1.818848193,0
6/23/00,-0.032,-0.268841242,-0.736637251,0
6/26/00,0.071,0.375034831,0.959219387,0
6/27/00,0.584,0.12494239,-0.326800632,0
6/28/00,0.454,-0.098214073,0.308937256,0
6/29/00,0.369,0.521115614,-0.853915393,0
6/30/00,-2.825,0.038331548,0.848744169,0
7/3/00,2.444,0.259681897,1.030886861,0
7/4/00,0.000,0,0,1
7/5/00,1.028,0.068913883,-1.567186931,0
7/6/00,0.738,-0.277144436,0.734372112,0
7/7/00,0.388,0.30488738,1.52597934,0
7/10/00,0.139,-0.080061914,-0.221768482,0
7/11/00,-0.343,-0.015383899,0.359828457,0
7/12/00,0.037,-0.045777005,0.819516193,0
7/13/00,0.042,0.453587062,0.196923732,0
7/14/00,-0.260,-0.464543261,0.945500903,0
7/17/00,0.082,-0.295567293,0.033485773,0
7/18/00,-0.191,0.040154164,-1.108008072,0
7/19/00,-0.155,-0.001225589,-0.783860501,0
7/20/00,1.007,0.858382578,0.918723437,0
7/21/00,0.114,0.133896921,-1.028682369,0
7/24/00,0.275,-0.139899389,-1.068652376,0
7/25/00,0.404,0.08009248,0.695468603,0
7/26/00,1.302,-0.021022155,-1.493992192,0
7/27/00,0.816,0.250003701,-0.184981676,0
7/28/00,-0.136,-0.060461552,-2.047038545,0
7/31/00,0.483,-0.019130592,0.771030414,0
8/1/00,1.650,0.237340513,0.508236767,0
8/2/00,-0.222,0.092382943,0.049210869,0
8/3/00,-0.787,0.166317089,0.973193268,0
8/4/00,-1.110,0.275792333,0.725718262,0
8/7/00,-0.718,-0.213409694,1.12218713,0
8/8/00,0.214,0.202072572,0.242540773,0
8/9/00,0.240,0.057006197,-0.660139915,0
8/10/00,-0.027,0.188471766,-0.843890128,0
8/11/00,0.417,-0.221239353,0.799671828,0
8/14/00,0.064,0.150526712,1.342969635,0
8/15/00,-0.541,-0.140127785,-0.477526731,0
8/16/00,0.288,-0.121980375,-0.296544047,0
8/17/00,0.163,0.135076189,1.097550867,0
8/18/00,-0.580,0.231676369,-0.287445019,0
8/21/00,-0.320,-0.090971407,0.520924023,0
8/22/00,-0.145,0.063205004,-0.08997955,0
8/23/00,-1.010,0.274002918,0.530731369,0
8/24/00,-0.754,0.107842826,0.156175146,0
8/25/00,0.010,0.049099139,-0.12244937,0
8/28/00,-0.338,-0.290043219,0.508596332,0
8/29/00,-0.805,-0.173385982,-0.273500038,0
8/30/00,0.683,0.085549073,-0.453898269,0
8/31/00,-0.372,0.450510738,1.005529211,0
9/1/00,0.063,0.261025276,0.205756428,0
9/4/00,0.000,0,0,1
9/5/00,0.351,0.023637336,-0.900529221,0
9/6/00,0.362,-0.223589845,-0.974748417,0
9/7/00,0.800,-0.125584891,0.690055088,0
9/8/00,1.366,0.208239347,-0.532711357,0
9/11/00,0.705,-0.208253828,-0.349323066,0
9/12/00,0.319,-0.035553219,-0.488055235,0
9/13/00,-0.091,0.215412571,0.219436957,0
9/14/00,-0.185,-0.337186718,-0.270418542,0
9/15/00,-0.486,-0.248667917,-1.016454094,0
9/18/00,-1.803,-0.135668369,-1.451320992,0
9/19/00,1.228,0.109455654,1.065470279,0
9/20/00,-0.276,-0.226923732,-0.583657588,0
9/21/00,-0.499,0.216951299,-0.155463061,0
9/22/00,0.568,0.154624383,-0.022385721,0
9/25/00,-0.667,0.050825169,-0.668736566,0
9/26/00,0.382,0.252686526,-0.821511581,0
9/27/00,0.779,-0.146860918,-0.030809326,0
9/28/00,0.767,0.056168199,2.224007356,0
9/29/00,-0.463,0.157384495,-1.482704255,0
10/2/00,-1.889,-0.194490384,-0.01956525,0
10/3/00,-0.436,-0.114558672,-0.677892962,0
10/4/00,-0.738,-0.064232423,0.565314257,0
10/5/00,0.418,0.247356388,0.154725663,0
10/6/00,-0.035,0.327562475,-1.899984953,0
10/9/00,-0.176,-0.001005511,-0.493910483,0
10/10/00,-0.064,0.150455687,-1.066202162,0
10/11/00,-0.575,0.080915776,-1.612124171,0
10/12/00,-1.378,0.276734121,-2.549132429,0
10/13/00,0.319,0.049317485,3.338425204,0
10/16/00,0.524,-0.109400479,0.033023887,0
10/17/00,-0.754,0.428664064,-1.793181509,0
10/18/00,-0.553,-0.004134704,-0.574669712,0
10/19/00,0.692,0.073910894,3.474924196,0
10/20/00,0.314,0.202754375,0.588143768,0
10/23/00,-0.679,0.308817763,-0.081466815,0
10/24/00,-0.757,-0.194710839,0.16874284,0
10/25/00,-0.793,-0.254813095,-2.374905339,0
10/26/00,0.604,0.076687145,-0.03271716,0
10/27/00,1.063,-0.065465689,1.115914718,0
10/30/00,-0.071,-0.0500254,1.391245334,0
10/31/00,0.643,-0.180911862,2.198537741,0
11/1/00,-0.518,0.153083847,-0.563252557,0
11/2/00,0.333,0.0091127,0.507164137,0
11/3/00,-0.383,-0.447920317,-0.112414492,0
11/6/00,0.275,-0.157229209,0.388089831,0
11/7/00,0.134,0.015513859,-0.020108687,0
11/8/00,0.276,0.10772667,-1.56728463,0
11/9/00,-0.312,0.253365292,-0.632400568,0
11/10/00,-0.694,0.003549612,-2.439801773,0
11/13/00,0.023,0.253011794,-1.068090084,0
11/14/00,0.583,0.122738303,2.351518767,0
11/15/00,0.279,0.262119915,0.508934983,0
11/16/00,-0.034,0.187038191,-1.255539908,0
11/17/00,0.187,-0.126769576,-0.330853245,0
11/20/00,-0.071,0.13372312,-1.834413535,0
11/21/00,0.141,0.093723187,0.359590785,0
11/22/00,-0.356,0.549870024,-1.853987782,0
11/23/00,0.000,0,0,1
11/24/00,0.367,-0.157063714,1.46898803,0
11/27/00,0.066,-0.087577337,0.536729223,0
11/28/00,-0.113,0.236373896,-0.944528296,0
11/29/00,0.431,0.23111619,0.462499327,0
11/30/00,0.583,0.515549739,-2.008156965,0
12/1/00,0.309,-0.272148749,0.021329891,0
12/4/00,0.318,-0.039637252,0.740918958,0
12/5/00,1.918,0.526444866,3.893375887,0
12/6/00,-0.360,0.520187302,-1.802945525,0
12/7/00,-0.227,0.078554172,-0.582576959,0
12/8/00,0.945,-0.172733753,1.96186511,0
12/11/00,0.767,-0.043410888,0.753691039,0
12/12/00,0.071,0.084702377,-0.653765009,0
12/13/00,0.200,0.412448902,-0.795448587,0
12/14/00,0.012,0.29180687,-1.39962895,0
12/15/00,0.566,0.203317354,-2.145862929,0
12/18/00,1.255,0.032963133,0.808581039,0
12/19/00,0.139,-0.119994662,-1.294438588,0
12/20/00,-0.631,0.454404075,-3.123830078,0
12/21/00,0.096,0.245113773,0.800741069,0
12/22/00,-0.312,0.207683365,2.440647005,0
12/25/00,0.000,0,0,1
12/26/00,0.130,-0.098612853,0.706108971,0
12/27/00,1.826,-0.332638863,1.066219266,0
12/28/00,1.180,-0.04900565,0.401224221,0
12/29/00,-1.434,0.043566168,-1.04483078,0
1/1/01,0.000,0,0,1
1/2/01,-0.607,1.058076285,-2.802934645,0
1/3/01,1.645,-0.939235011,5.02279014,0
1/4/01,-0.140,0.536911087,-1.052485658,0
1/5/01,-1.665,0.486442434,-2.623638068,0
1/8/01,0.135,0.121214756,-0.170989359,0
1/9/01,0.258,-0.287558398,0.384692135,0
1/10/01,0.064,-0.454374793,0.967431998,0
1/11/01,-0.130,-0.319305981,1.031993437,0
1/12/01,-0.075,-0.48728914,-0.640911133,0
1/15/01,0.000,0,0,1
1/16/01,0.155,0.144942743,0.631970058,0
1/17/01,0.103,0.477956193,0.218176306,0
1/18/01,0.127,0.485862961,1.39264029,0
1/19/01,-0.051,-0.455934643,-0.402783254,0
1/22/01,0.243,-0.266452656,0.027281773,0
1/23/01,0.683,-0.326904495,1.302750429,0
1/24/01,-0.017,-0.08851744,0.288240729,0
1/25/01,0.251,0.249491641,-0.496917951,0
1/26/01,-0.145,0.026583596,-0.183571659,0
1/29/01,0.261,-0.141611396,0.686347255,0
1/30/01,0.603,0.525710793,0.704303198,0
1/31/01,-0.216,0.403523407,-0.553020443,0
2/1/01,-0.027,0.558388394,0.555044545,0
2/2/01,-0.360,-0.416509561,-1.746893801,0
2/5/01,-0.110,0.103604902,0.361229777,0
2/6/01,-0.085,-0.222061686,-0.146304228,0
2/7/01,-0.293,0.049417757,-0.819123861,0
2/8/01,-0.378,-0.018469735,-0.622494367,0
2/9/01,-0.700,0.432025329,-1.33034589,0
2/12/01,0.231,-0.244303126,1.183977816,0
2/13/01,-0.151,-0.124926772,-0.856688156,0
2/14/01,0.255,-0.191721311,-0.199698548,0
