Name,RealEstate,Bonds,Stocks,Trades
2/15/01,0.269,-0.399893033,0.820565945,0
2/16/01,-0.279,0.478367008,-1.888976016,0
2/19/01,0.000,0,0,1
2/20/01,-0.190,0.041437359,-1.734629758,0
2/21/01,-0.621,-0.197423361,-1.844902538,0
2/22/01,-0.862,0.021156566,-0.192015361,0
2/23/01,0.397,0.402207009,-0.55425136,0
2/26/01,0.800,0.285884028,1.754355661,0
2/27/01,0.298,0.541918317,-0.75878888,0
2/28/01,0.521,0.170321504,-1.414577964,0
3/1/01,0.720,0.318753327,0.106415588,0
3/2/01,0.548,-0.541603943,-0.567331635,0
3/5/01,-0.164,-0.002822242,0.600201035,0
3/6/01,0.103,-0.061672947,1.000334985,0
3/7/01,0.326,0.430268656,0.664478424,0
3/8/01,0.215,0.136467042,0.228930446,0
3/9/01,-0.252,-0.142209341,-2.47564314,0
3/12/01,-0.583,0.096897004,-4.317403862,0
3/13/01,0.034,-0.092641118,1.503869001,0
3/14/01,-0.604,0.480160028,-2.582606302,0
3/15/01,-0.378,0.175861141,0.589059102,0
3/16/01,-0.316,0.24553195,-1.962005606,0
3/19/01,0.859,-0.286939307,1.764581309,0
3/20/01,-0.296,0.228797342,-2.406032525,0
3/21/01,-0.802,0.086752095,-1.788648479,0
3/22/01,-0.509,0.334634748,-0.404219722,0
3/23/01,0.120,-0.386688323,1.990831276,0
3/26/01,1.440,-0.328584437,1.128434023,0
3/27/01,-0.050,-0.710435909,2.557423927,0
3/28/01,-0.807,0.005842109,-2.431824656,0
3/29/01,0.449,0.051115465,-0.460342803,0
3/30/01,0.890,0.255307732,1.078476652,0
4/2/01,0.182,-0.14098725,-1.246650283,0
4/3/01,-1.138,0.155940222,-3.438897052,0
4/4/01,-0.117,0.059928952,-0.270664033,0
4/5/01,1.109,-0.202403205,4.368998227,0
4/6/01,-1.229,0.620589808,-1.97516579,0
4/9/01,0.358,-0.22933248,0.811697584,0
4/10/01,0.215,-0.859242099,2.718287693,0
4/11/01,-1.408,-0.080213465,-0.211438517,0
4/12/01,0.294,-0.120486596,1.510843063,0
4/13/01,0.000,0,0,1
4/16/01,-0.130,-0.667773974,-0.322477206,0
4/17/01,1.075,0.455305352,1.028224583,0
4/18/01,1.113,0.34702304,3.894402922,0
4/19/01,0.105,-0.689307618,1.25602859,0
4/20/01,-0.165,0.045403621,-0.854378691,0
4/23/01,-0.195,0.463946496,-1.498254628,0
4/24/01,-0.042,-0.08213034,-1.215197572,0
4/25/01,0.484,-0.274727678,1.594809469,0
4/26/01,1.021,0.453351149,0.478390835,0
4/27/01,1.044,-0.666233991,1.504308795,0
4/30/01,0.078,0.035551836,-0.281662782,0
5/1/01,0.267,0.293593874,1.359581526,0
5/2/01,-0.511,0.152325647,0.087048928,0
5/3/01,-0.061,0.481199282,-1.475156156,0
5/4/01,0.046,0.130781828,1.446799729,0
5/7/01,-0.308,-0.072349109,-0.242403011,0
5/8/01,-0.097,-0.124266021,-0.174455817,0
5/9/01,0.097,0.269473485,-0.436901743,0
5/10/01,-0.079,-0.576010477,-0.014247369,0
5/11/01,0.097,-1.009278581,-0.748378418,0
5/14/01,0.247,0.28711794,0.268760086,0
5/15/01,0.399,-0.232804725,0.042382346,0
5/16/01,0.583,0.204404491,2.860741377,0
5/17/01,0.430,0.173799772,0.273275747,0
5/18/01,0.377,0.124655702,0.288627521,0
5/21/01,0.374,0.045339958,1.615536603,0
5/22/01,0.556,-0.039667648,-0.262524373,0
5/23/01,0.344,-0.016891779,-1.548711228,0
5/24/01,0.608,-0.448146824,0.321714628,0
5/25/01,-0.118,0.072963368,-1.180997877,0
5/28/01,0.000,0,0,1
5/29/01,-0.220,-0.025983944,-0.773801531,0
5/30/01,-0.760,0.041225407,-1.5416279,0
5/31/01,0.246,0.588515436,0.628826363,0
6/1/01,0.366,0.309269969,0.385865266,0
6/4/01,0.439,0.147397966,0.512509425,0
6/5/01,0.599,0.307025408,1.300122398,0
6/6/01,0.102,0.014954758,-1.041782668,0
6/7/01,0.211,-0.251132827,0.548037699,0
6/8/01,-0.294,-0.141430487,-0.939009172,0
6/11/01,0.819,0.318416193,-0.835494094,0
6/12/01,0.845,0.276203007,0.117350833,0
6/13/01,0.183,0.00593431,-1.111819196,0
6/14/01,-0.089,0.225108694,-1.748046538,0
6/15/01,-0.068,-0.081261517,-0.451521469,0
6/18/01,0.471,-0.000311866,-0.485925229,0
6/19/01,-0.254,0.076892423,0.344055002,0
6/20/01,0.748,0.164919882,0.87486229,0
6/21/01,0.188,0.136959215,1.138261713,0
6/22/01,-0.472,0.492475475,-0.944709109,0
6/25/01,-0.179,-0.099310904,-0.550895132,0
6/26/01,0.967,-0.427382315,-0.150650081,0
6/27/01,-0.128,-0.045618736,-0.455567493,0
6/28/01,0.512,-0.48887186,1.250287507,0
6/29/01,0.742,-0.362466145,-0.145036434,0
7/2/01,-0.102,0.374586779,1.003896589,0
7/3/01,0.076,-0.237486977,-0.16632689,0
7/4/01,0.000,6.95958E-05,0,0
7/5/01,-0.054,-0.179243773,-1.213085356,0
7/6/01,-0.272,0.286308007,-2.329476248,0
7/9/01,-0.949,0.215795178,0.689489778,0
7/10/01,-0.549,0.301039539,-1.435036322,0
7/11/01,-0.362,-0.078500835,-0.106325137,0
7/12/01,0.567,0.299022053,2.370066645,0
7/13/01,0.372,0.059488092,0.625025846,0
7/16/01,-0.148,0.290883835,-1.088468922,0
7/17/01,0.651,0.04810506,0.997168753,0
7/18/01,0.067,0.575608405,-0.546554065,0
7/19/01,0.171,-0.08136374,0.605695309,0
7/20/01,-0.093,-0.013850965,-0.343608298,0
7/23/01,-0.490,0.115406493,-1.636735488,0
7/24/01,-0.474,0.130886967,-1.626220864,0
7/25/01,0.126,-0.371368207,1.608030406,0
7/26/01,0.344,0.050412685,1.046662191,0
7/27/01,-0.154,0.389611457,0.246793465,0
7/30/01,-0.625,0.148188358,-0.103563778,0
7/31/01,0.171,0.23730891,0.557454548,0
8/1/01,0.575,-0.154921588,0.400603261,0
8/2/01,0.428,-0.357882898,0.406632869,0
8/3/01,0.304,-0.04332553,-0.510761643,0
8/6/01,0.296,0.011578976,-1.139547588,0
8/7/01,0.402,-0.025580086,0.330950726,0
8/8/01,0.229,0.617905176,-1.718583442,0
8/9/01,0.217,-0.141576792,0.010846118,0
8/10/01,0.879,0.234663889,0.569359425,0
8/13/01,-0.066,0.133067402,0.104840014,0
8/14/01,0.552,-0.051862213,-0.380021066,0
8/15/01,0.718,-0.118318047,-0.714882165,0
8/16/01,0.284,0.276379855,0.312819551,0
8/17/01,0.151,0.518547795,-1.661157623,0
8/20/01,0.514,-0.299242552,0.812713912,0
8/21/01,0.636,0.111628435,-1.20772212,0
8/22/01,0.055,-0.017369795,0.70331457,0
8/23/01,-0.009,0.222203331,-0.275202427,0
8/24/01,-0.633,-0.185897693,1.967301583,0
8/27/01,0.099,-0.108583272,-0.482336385,0
8/28/01,-0.382,0.47761057,-1.499347322,0
8/29/01,-0.700,0.352305508,-1.095766024,0
8/30/01,-0.973,-0.008503857,-1.692255203,0
8/31/01,-0.219,-0.00244423,0.404475097,0
9/3/01,0.000,0,0,1
9/4/01,-0.178,-0.964958599,-0.055933332,0
9/5/01,-0.213,0.136050098,-0.085518993,0
9/6/01,-1.089,0.603290343,-2.235466635,0
9/7/01,-0.990,0.4147836,-1.862998178,0
9/10/01,-0.270,-0.253544052,0.623823362,0
9/11/01,0.000,0.727114571,0,0
9/12/01,0.000,0.015268958,0,0
9/13/01,0.000,0.436379408,0,0
9/14/01,0.000,0.415971504,0,0
9/17/01,-3.361,-0.421503714,-4.888590464,0
9/18/01,1.022,-0.641837045,-0.57916778,0
9/19/01,-1.008,0.19269499,-1.606298344,0
9/20/01,-2.338,-0.403578478,-3.104593481,0
9/21/01,-1.626,0.272302627,-1.903205513,0
9/24/01,1.140,-0.003331246,3.898688643,0
9/25/01,1.418,0.088414208,0.880454062,0
9/26/01,1.257,0.505519509,-0.48526278,0
9/27/01,0.827,0.363489205,1.150521904,0
9/28/01,1.479,0.052695871,2.193825151,0
10/1/01,-0.078,0.230361174,-0.229713747,0
10/2/01,-0.590,0.272474812,1.23070176,0
10/3/01,-1.346,0.098705119,2.013145692,0
10/4/01,1.119,0.0458618,-0.246843129,0
10/5/01,-0.357,0.056391692,0.186255663,0
10/8/01,0.133,0,-0.834600394,0
10/9/01,0.300,-0.401854998,-0.529614205,0
10/10/01,0.703,0.111826517,2.298014984,0
10/11/01,0.913,-0.453276641,1.527204774,0
10/12/01,-0.314,0.052195407,-0.526254391,0
10/15/01,0.680,0.348194559,-0.152456902,0
10/16/01,-0.954,0.174824083,0.693628794,0
10/17/01,-0.658,0.119407725,-1.856592036,0
10/18/01,-0.821,0.063924897,-0.785077583,0
10/19/01,-0.645,-0.234481675,0.455873447,0
10/22/01,-1.141,0.042962982,1.529686113,0
10/23/01,-0.063,-0.096124888,-0.469805227,0
10/24/01,-0.863,0.42828226,0.039990822,0
10/25/01,0.350,0.31812519,1.372250911,0
10/26/01,-0.022,0.096774435,0.41114487,0
10/29/01,0.322,0.251454935,-2.373717214,0
10/30/01,-0.092,0.338070258,-1.711301182,0
10/31/01,0.749,1.014548772,0.009393199,0
11/1/01,1.501,0.214780294,2.306484724,0
11/2/01,-0.861,-0.725304595,0.287876403,0
11/5/01,0.196,0.444495411,1.441135123,0
11/6/01,1.283,0.165511199,1.452890634,0
11/7/01,-0.307,0.564740942,-0.239527806,0
11/8/01,0.399,-0.553323795,0.250292964,0
11/9/01,-0.484,-0.037456325,0.160092498,0
11/12/01,0.317,0,-0.176961963,0
11/13/01,0.997,-0.374671574,1.871243217,0
11/14/01,0.600,-0.774085122,0.210195413,0
11/15/01,0.817,-1.335411504,0.090250461,0
11/16/01,0.075,-0.782178377,-0.305953025,0
11/19/01,0.190,0.816772834,1.090963529,0
11/20/01,-0.476,-0.649962841,-0.725630299,0
11/21/01,0.369,-0.56103892,-0.489775623,0
11/22/01,0.000,0,0,1
11/23/01,0.469,-0.272466164,1.171753007,0
11/26/01,-0.252,-0.055974849,0.616133055,0
11/27/01,-0.212,0.307400686,-0.683536226,0
11/28/01,0.142,0.01299483,-1.806477122,0
11/29/01,0.577,0.921150574,1.045061596,0
11/30/01,-0.082,0.025321041,-0.066625571,0
12/3/01,-0.588,0.227107459,-0.837424918,0
12/4/01,1.272,0.389861883,1.318269787,0
12/5/01,0.575,-1.379665491,2.266102725,0
12/6/01,0.489,-0.627295672,-0.274105518,0
12/7/01,0.211,-0.837601182,-0.752821561,0
12/10/01,-0.675,0.262930296,-1.585074444,0
12/11/01,0.435,0.34312914,-0.278291403,0
12/12/01,-0.548,0.534801589,0.043077615,0
12/13/01,-0.703,-0.607513031,-1.551998502,0
12/14/01,0.638,-0.395796831,0.33152043,0
12/17/01,0.554,-0.261606982,1.006437917,0
12/18/01,0.280,0.659727466,0.756220524,0
12/19/01,-0.502,0.491611296,0.586033287,0
12/20/01,-0.459,-0.07134814,-0.824553932,0
12/21/01,0.626,-0.120654777,0.437485609,0
12/24/01,0.387,-0.226375784,-0.021066458,0
12/25/01,0.000,0,0,1
12/26/01,0.409,-0.217586272,0.412741696,0
12/27/01,0.154,0.416938041,0.705442336,0
12/28/01,0.368,-0.147653607,0.339525277,0
12/31/01,-0.286,0.500309558,-1.114687613,0
1/1/02,0.000,0,0,1
1/2/02,0.019,-0.70306356,0.588642232,0
1/3/02,0.796,0.2047874,0.9192452,0
1/4/02,-0.220,-0.09235065,0.621242729,0
1/7/02,-0.318,0.644072461,-0.64945667,0
1/8/02,0.171,-0.024283399,-0.332937704,0
1/9/02,-0.272,0.078823759,-0.475120307,0
1/10/02,-0.160,0.666631647,0.123949193,0
1/11/02,-0.069,0.519509,-0.941950825,0
1/14/02,1.046,-0.056873645,-0.627958054,0
1/15/02,-0.236,0.261419172,0.683601046,0
1/16/02,-0.414,-0.094464901,-1.61639397,0
1/17/02,0.353,-0.479170995,1.004374497,0
1/18/02,-0.591,0.367044605,-0.991898047,0
1/21/02,0.000,0.000164287,0,0
1/22/02,0.043,-0.108921939,-0.733464062,0
1/23/02,0.037,-0.630495413,0.79333422,0
1/24/02,-0.236,-0.096789751,0.352400216,0
1/25/02,-0.102,-0.083828768,0.099527401,0
1/28/02,0.141,0.046658511,-0.017509411,0
1/29/02,-0.333,0.610619921,-2.85390841,0
1/30/02,0.692,-0.026685502,1.18849108,0
1/31/02,0.048,-0.282150938,1.505385922,0
2/1/02,0.040,0.322242285,-0.7076817,0
2/4/02,0.237,0.453102791,-2.47275987,0
2/5/02,-0.216,0.012231553,-0.400675776,0
2/6/02,-0.298,-0.143908103,-0.586859037,0
2/7/02,-0.261,-0.194091297,-0.288297476,0
2/8/02,0.355,0.333107095,1.4869596,0
2/11/02,0.728,-0.126406373,1.438686254,0
2/12/02,-0.388,-0.406325626,-0.398672789,0
2/13/02,0.462,-0.105028685,1.028165862,0
2/14/02,0.000,0.291327079,-0.173414429,0
2/15/02,0.511,0.523773658,-1.098085958,0
2/18/02,0.000,0,0,1
2/19/02,-0.551,-0.129786512,-1.88401059,0
2/20/02,0.939,0.017043302,1.358308615,0
2/21/02,-0.937,0.122592552,-1.548953506,0
2/22/02,1.317,0.246030439,0.822999463,0
2/25/02,0.034,-0.106502809,1.797507647,0
2/26/02,0.054,-0.403782495,0.003827531,0
2/27/02,0.010,0.514469939,0.086116161,0
2/28/02,-0.215,-0.225995636,-0.281070746,0
3/1/02,0.991,-0.587407791,2.264491017,0
3/4/02,1.073,-0.102961865,1.951850602,0
3/5/02,1.483,0.044087265,-0.66697318,0
3/6/02,0.528,-0.212665189,1.470651765,0
3/7/02,-0.135,-0.956507934,-0.446417711,0
3/8/02,-0.043,-0.516697098,0.585266913,0
3/11/02,-0.641,0.007034502,0.340127791,0
3/12/02,-0.084,0.06410995,-0.227597395,0
3/13/02,-0.089,0.220056839,-0.959788385,0
3/14/02,1.111,-0.751674024,-0.089435576,0
3/15/02,0.331,0.343196099,1.137952177,0
3/18/02,0.251,0.24419144,-0.050316448,0
3/19/02,0.248,-0.126933868,0.406979918,0
3/20/02,-0.309,-0.422924838,-1.571183492,0
3/21/02,0.833,0.163126539,0.153427886,0
3/22/02,-0.086,-0.096762666,-0.423425024,0
3/25/02,-0.438,-0.00171457,-1.465212736,0
3/26/02,0.694,0.412747743,0.599546593,0
3/27/02,0.377,0.059262077,0.536376109,0
3/28/02,-0.242,-0.370151879,0.24576245,0
3/29/02,0.000,0,0,1
4/1/02,0.287,0.018371481,-0.07391757,0
4/2/02,0.166,0.510008771,-0.853146595,0
4/3/02,-0.227,0.38303795,-0.981727069,0
4/4/02,0.446,0.050788097,0.085394952,0
4/5/02,0.711,0.404535077,-0.319330473,0
4/8/02,0.900,-0.164925747,0.252380623,0
4/9/02,0.819,0.176282211,-0.660438953,0
4/10/02,1.144,-0.086362766,1.137541394,0
4/11/02,-0.484,0.17022236,-2.364467995,0
4/12/02,1.432,0.26916555,0.663671505,0
4/15/02,-1.002,0.186345389,-0.761019525,0
4/16/02,-0.954,-0.217037028,2.342208441,0
4/17/02,-1.317,-0.305377894,-0.197811553,0
4/18/02,0.000,0.119670196,-0.140498771,0
4/19/02,-0.320,0.131833857,0.062182805,0
4/22/02,-0.976,0.120096646,-1.541049671,0
4/23/02,-1.193,0.052270948,-0.620329993,0
4/24/02,0.530,0.448028792,-0.708883172,0
4/25/02,0.000,0.063962552,-0.151188184,0
4/26/02,-0.022,0.216408311,-1.379578103,0
4/29/02,0.098,-0.142367165,-1.005852711,0
4/30/02,1.338,0.133356199,1.077050539,0
5/1/02,0.699,0.212162314,0.895081967,0
5/2/02,0.945,-0.268766871,-0.161830176,0
5/3/02,0.003,0.352386332,-1.023330903,0
5/6/02,-0.805,-0.053023325,-1.932993081,0
5/7/02,-0.376,0.0560895,-0.300459408,0
5/8/02,-0.316,-0.788110337,3.764370329,0
5/9/02,-1.087,0.234701228,-1.435304338,0
5/10/02,-0.715,0.36140516,-1.678516696,0
5/13/02,0.458,-0.503157287,1.868389893,0
5/14/02,0.396,-0.474861878,2.117152614,0
5/15/02,0.647,0.185096296,-0.534391398,0
5/16/02,-0.625,0.332940281,0.659455755,0
5/17/02,0.354,-0.33482616,0.786162512,0
5/20/02,-0.318,0.346503066,-1.329365206,0
5/21/02,-0.675,0.25707397,-1.097325471,0
5/22/02,0.019,0.307514202,0.574667607,0
5/23/02,1.636,-0.245793057,1.019401086,0
5/24/02,0.000,0.119792608,-1.208366006,0
5/27/02,0.000,0,0,1
5/28/02,0.531,0.005594757,-0.85815409,0
5/29/02,0.846,0.32500121,-0.623429123,0
5/30/02,0.000,0.262021863,-0.269426083,0
5/31/02,-0.134,-0.065602606,0.233073994,0
6/3/02,-0.169,0.051585716,-2.477919367,0
6/4/02,0.380,0.144755885,0.001354775,0
6/5/02,-0.076,-0.19404981,0.921234454,0
6/6/02,-0.406,0.224076089,-1.971970897,0
6/7/02,-0.106,-0.219938159,-0.156795618,0
6/10/02,0.381,0.148207017,0.313397933,0
6/11/02,0.090,0.332013663,-1.661904046,0
6/12/02,0.219,0.202202429,0.673632401,0
6/13/02,-0.062,0.218279282,-1.046155121,0
6/14/02,-0.140,0.648734912,-0.225399683,0
6/17/02,0.692,-0.327788477,2.871770482,0
6/18/02,-0.427,0.068351755,0.095863588,0
6/19/02,-0.049,0.625958432,-1.648497198,0
6/20/02,0.445,-0.526406534,-1.341869363,0
6/21/02,0.834,0.427475114,-1.705225578,0
6/24/02,-0.305,-0.410378222,0.363910867,0
6/25/02,0.711,0.007060377,-1.670332789,0
6/26/02,-0.560,0.642673563,-0.215044452,0
6/27/02,0.342,-0.61449614,1.75949898,0
6/28/02,0.927,-0.024286515,-0.083859826,0
7/1/02,-1.171,0.083659612,-2.138086533,0
7/2/02,-1.209,0.433370976,-2.101215958,0
7/3/02,-1.186,0.030616265,0.626596187,0
7/4/02,0.000,0,0,1
7/5/02,0.813,-0.587722582,3.67419212,0
7/8/02,-0.993,0.253301426,-1.192712781,0
7/9/02,-0.424,0.437818389,-2.463916338,0
7/10/02,-1.335,0.550498848,-3.391595224,0
7/11/02,0.000,0.145226518,0.755178476,0
7/12/02,-2.524,0.148182203,-0.644828476,0
7/15/02,-0.952,-0.141323585,-0.375664284,0
7/16/02,1.000,-0.530792621,-1.837885895,0
7/17/02,-0.673,0.284111978,0.562157435,0
7/18/02,-2.365,0.261660708,-2.69957608,0
7/19/02,-1.706,0.316566996,-3.834153893,0
7/22/02,-1.909,0.513018916,-3.292508878,0
7/23/02,-3.156,0.161593848,-2.701891066,0
7/24/02,0.802,-0.003667375,5.733736629,0
7/25/02,2.440,0.142499975,-0.561296403,0
7/26/02,3.591,0.055998613,1.688361794,0
7/29/02,4.683,-0.786607648,5.41813413,0
7/30/02,1.108,-0.073659088,0.431891088,0
7/31/02,0.390,0.692041195,0.990947477,0
8/1/02,0.000,0.277565198,-2.940586575,0
8/2/02,-3.490,0.832797105,-2.307227671,0
8/5/02,-1.524,0.153697527,-3.426646816,0
8/6/02,0.613,-0.646278145,2.992241401,0
8/7/02,1.605,0.458458416,2.019483228,0
8/8/02,-0.027,-0.373024075,3.274324931,0
8/9/02,-1.152,0.705022672,0.37418874,0
8/12/02,0.941,0.245713382,-0.530573731,0
8/13/02,-1.356,0.506314285,-2.155386912,0
8/14/02,0.000,0.242618761,4.027464319,0
8/15/02,1.323,-0.5660356,1.167267616,0
8/16/02,1.327,-0.714595636,-0.148000483,0
8/19/02,-0.617,0.147840597,2.364711576,0
8/20/02,0.000,0.697693563,-1.398461914,0
8/21/02,0.736,-0.162212233,1.282685248,0
8/22/02,-0.076,-0.491152181,1.407731799,0
8/23/02,0.098,0.486554026,-2.266477003,0
8/26/02,1.032,0.120033606,0.753855111,0
8/27/02,-0.207,-0.456589413,-1.384567517,0
8/28/02,0.548,0.368269058,-1.796137291,0
8/29/02,-0.127,0.363347736,0,0
8/30/02,0.467,0.192944878,-0.185882137,0
9/2/02,0.000,0,0,1
9/3/02,-1.113,0.934984469,-4.151435031,0
9/4/02,0.513,0.118075998,1.787027857,0
9/5/02,-0.526,0.268855796,-1.591478598,0
9/6/02,0.568,-0.757797494,1.685065894,0
9/9/02,-0.177,-0.041971549,1.013439256,0
9/10/02,-0.098,0.255558465,0.733608436,0
9/11/02,-0.048,-0.38416764,0.001542936,0
9/12/02,-0.530,0.504981213,-2.455544841,0
9/13/02,0.662,0.43067059,0.328213726,0
9/16/02,-0.425,0.14120949,0.148198365,0
9/17/02,-0.767,0.07239035,-1.972529419,0
9/18/02,-0.295,0.016547314,-0.456884992,0
9/19/02,-0.838,0.372057085,-3.003952569,0
9/20/02,0.806,-0.054013416,0.246162034,0
9/23/02,-0.421,0.483890106,-1.382090889,0
9/24/02,-0.760,0.193425159,-1.72785087,0
9/25/02,-0.360,-0.647305198,2.511513242,0
9/26/02,1.237,-0.011802727,1.840408831,0
9/27/02,-1.116,0.431766479,-3.224007871,0
9/30/02,-0.302,0.421655993,-1.460670349,0
10/1/02,-0.139,-0.503868581,4.002441876,0
10/2/02,-1.297,0.068544384,-2.337155565,0
10/3/02,-0.042,0.00212372,-1.080147631,0
10/4/02,-1.765,0.052433821,-2.242075717,0
10/7/02,-2.878,0.198235284,-1.912707028,0
10/8/02,-1.147,-0.052541348,1.730462022,0
10/9/02,-3.019,0.420521899,-2.718659532,0
10/10/02,2.573,-0.363736678,3.507047461,0
10/11/02,0.000,-0.677260978,3.905732706,0
10/14/02,0.000,0,0.732834156,0
10/15/02,2.968,-1.104974533,4.733762288,0
10/16/02,-0.945,-0.162928039,-2.402562309,0
10/17/02,1.438,-0.502785767,2.232066514,0
10/18/02,0.000,0.011894711,0.591037262,0
10/21/02,-0.533,-0.38899335,1.733394571,0
10/22/02,-1.507,-0.137936242,-1.062480054,0
10/23/02,0.016,0.0251419,0.672656324,0
10/24/02,1.108,0.473735009,-1.520752092,0
10/25/02,1.487,0.360484291,1.717228628,0
10/28/02,-0.607,0.097027172,-0.82773578,0
10/29/02,-0.693,0.799972235,-0.897577093,0
10/30/02,0.181,-0.095861814,0.989053731,0
10/31/02,0.369,0.265248461,-0.537630183,0
11/1/02,0.829,-0.211993188,1.716439731,0
11/4/02,1.194,-0.346055472,0.820429949,0
11/5/02,0.000,-0.130407152,0.779076667,0
11/6/02,1.131,0.213520366,0.935922924,0
11/7/02,-0.662,0.856351549,-2.264325323,0
11/8/02,-0.577,0.39490786,-0.868891214,0
11/11/02,-0.885,0,-2.073592194,0
11/12/02,1.100,0.00107711,0.776097475,0
11/13/02,-0.857,0.113095299,-0.013469187,0
11/14/02,1.772,-0.931294817,2.475494663,0
11/15/02,-0.189,-0.094934074,0.62402858,0
11/18/02,-0.410,0.193339845,-1.036671585,0
11/19/02,0.005,0.220451644,-0.402239496,0
11/20/02,0.411,-0.555885831,1.94915056,0
11/21/02,0.413,-0.414028715,2.151253049,0
11/22/02,0.480,-0.150334388,-0.3428811,0
11/25/02,0.040,-0.001246817,0.252411431,0
11/26/02,-0.192,0.565058344,-2.077900668,0
11/27/02,1.009,-0.887685619,2.806877922,0
11/28/02,0.000,0,0,1
11/29/02,-0.123,0.172658982,-0.26647413,0
12/2/02,0.925,-0.001126943,-0.19031413,0
12/3/02,-0.576,-0.049829723,-1.473073414,0
12/4/02,-0.234,0.339413295,-0.311921314,0
12/5/02,-0.036,0.313574067,-1.19753641,0
12/6/02,-0.123,0.16503139,0.630297426,0
12/9/02,0.429,0.268977188,-2.21519472,0
12/10/02,-0.279,0.082505415,1.398535688,0
12/11/02,-0.100,0.353785057,0.077225444,0
12/12/02,0.211,-0.018908465,-0.3665378,0
12/13/02,-0.414,-0.320874301,-1.34220391,0
12/16/02,0.944,-0.391564941,2.356672397,0
12/17/02,-0.905,0.092546682,-0.812209993,0
12/18/02,-0.516,0.364679191,-1.306775126,0
12/19/02,-0.064,0.542909373,-0.749788461,0
12/20/02,0.444,0.021791886,1.299347169,0
12/23/02,0.659,-0.076793676,0.183128775,0
12/24/02,0.000,0.317504055,-0.546048538,0
12/25/02,0.000,0,0,1
12/26/02,0.140,0.097717361,-0.315193418,0
12/27/02,-0.100,0.575411851,-1.561335373,0
12/30/02,0.573,0.138522269,0.459889212,0
12/31/02,0.186,-0.151479614,0.060297361,0
1/1/03,0.000,0,0,1
1/2/03,0.502,-1.183185198,3.329421653,0
1/3/03,0.728,0.026893299,-0.047576295,0
1/6/03,1.095,-0.147783355,2.247130628,0
1/7/03,-1.485,0.214595499,-0.649487168,0
1/8/03,-0.954,0.290722344,-1.376996153,0
1/9/03,0.334,-0.938737482,1.942603165,0
1/10/03,-0.866,0.058193303,-0.00075171,0
1/13/03,-0.407,0.171974622,-0.134557127,0
1/14/03,0.161,0.240489652,0.582611968,0
1/15/03,-0.325,0.129509591,-1.426390469,0
1/16/03,-0.908,0.030272827,-0.393264398,0
1/17/03,-0.975,0.337999257,-1.400152439,0
1/20/03,0.000,0,0,1
1/21/03,-0.362,0.172032404,-1.570773714,0
1/22/03,-0.051,0.330313886,-1.032741438,0
1/23/03,0.312,-0.184080064,1.022092433,0
1/24/03,-1.062,0.328671443,-2.922139132,0
1/27/03,-0.590,-0.25625452,-1.616714138,0
1/28/03,0.349,-0.053359743,1.306071423,0
1/29/03,0.884,-0.304896851,0.695763716,0
1/30/03,-0.705,0.27708124,-2.263950141,0
1/31/03,1.563,0.158690755,1.312457207,0
2/3/03,-0.440,-0.035674883,0.540654974,0
2/4/03,0.385,0.318152554,-1.407538185,0
2/5/03,-0.058,-0.435260168,-0.52242484,0
2/6/03,0.020,0.382450544,-0.615999472,0
2/7/03,-0.776,0.200768162,-1.006995796,0
2/10/03,0.845,-0.350514395,0.759572289,0
2/11/03,-0.966,0.100074506,-0.806323979,0
2/12/03,-0.540,0.209869136,-1.232753626,0
2/13/03,0.194,0.364560456,-0.14623985,0
2/14/03,-0.362,-0.435913019,2.144018801,0
2/17/03,0.000,0,0,1
2/18/03,1.230,0.049533363,1.958969999,0
2/19/03,0.514,0.379409659,-0.690861819,0
2/20/03,0.116,0.191941187,-0.945120445,0
2/21/03,0.941,-0.275849302,1.323160292,0
2/24/03,-0.819,0.254236236,-1.836600771,0
2/25/03,1.017,0.222780779,0.719472554,0
2/26/03,-0.450,0.246055652,-1.27269107,0
2/27/03,0.716,0.090004827,1.187414915,0
2/28/03,0.080,0.38209591,0.465073789,0
3/3/03,0.187,0.065105117,-0.753073051,0
3/4/03,-0.690,0.125980648,-1.5350658,0
3/5/03,0.235,0.166344094,0.989705372,0
3/6/03,-0.590,-0.154891886,-0.92556141,0
3/7/03,0.066,0.214684038,0.827682995,0
3/10/03,-1.052,0.246423199,-2.579217011,0
3/11/03,-0.084,-0.079211713,-0.834875414,0
3/12/03,-0.147,0.013125303,0.473896628,0
3/13/03,1.055,-0.841389915,3.451075924,0
3/14/03,-0.318,0.173781763,0.166171215,0
3/17/03,2.010,-0.571768809,3.546329874,0
3/18/03,0.281,-0.438384902,0.426700159,0
3/19/03,0.923,-0.304222591,0.880237937,0
3/20/03,0.916,-0.243516542,0.189928241,0
3/21/03,1.558,-0.468181251,2.298613535,0
3/24/03,-2.269,0.666990616,-3.522415371,0
3/25/03,1.092,0.029898679,1.215934936,0
3/26/03,0.374,0.097193504,-0.543892524,0
3/27/03,-0.410,0.124118791,-0.150089016,0
3/28/03,-0.312,0.22933807,-0.575673018,0
3/31/03,-0.686,0.460074303,-1.773206488,0
4/1/03,1.987,0.005137125,1.214939499,0
4/2/03,0.954,-0.559536215,2.630429507,0
4/3/03,-0.363,0.065442863,-0.503617534,0
4/4/03,-0.695,-0.103867218,0.274866725,0
4/7/03,1.095,-0.320223578,0.124812386,0
